ID,NAME,CITY,ZIP,COUNTY,PUGET_SOUND,STATE,POPULATION,LOCATION,NETWORK,DETAIL,CONTACT,ADDITIONAL_LOCATION_INFO,IMAGE_LINK,Timestamp,exists,lat_lon,type,location_desc,overhead,??,size,shelves,door,contents,photo,observation,ADDRESS,LAT,LON,exists_short
105,Little Free Pantry at Trinity,Pullman,99163.0,Whitman,No,Washington,Rural,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,pastorwes@trinitypullman.org,Located near McGee park on College Hill,http://mapping.littlefreepantry.org/media/pantry_images/018d1ca5709147efb638c829c5baa799/Pantry.jpg http://mapping.littlefreepantry.org/media/pantry_images/018d1ca5709147efb638c829c5baa799/Pantry2.jpg,,,,,,,,,,,,,,1300 NE Lybecker Pullman,46.738786,-117.163079,DONT KNOW
106,Pioneer Hill Pantry,Pullman,99163.0,Whitman,No,Washington,Rural,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,madecourcey@yahoo.com,,http://mapping.littlefreepantry.org/media/pantry_images/5492f55afefc4edeac028eb4f02b0532/File_001.jpeg http://mapping.littlefreepantry.org/media/pantry_images/5492f55afefc4edeac028eb4f02b0532/File_000.jpeg,,,,,,,,,,,,,,425 SE Dilke St Pullman,46.726468999999994,-117.17465100000001,DONT KNOW
107,Little Food Pantry of Community Congregational United Church of Christ,Pullman,99163.0,Whitman,No,Washington,Rural,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,fungustim@gmail.com,"In the front of the church, a small door to the right of the main door, plus food left on the porch",http://mapping.littlefreepantry.org/media/pantry_images/37b6b605d91c4f7eb1d69f0e82919c39/Little_Food_Cupboard.jpg,,,,,,,,,,,,,,525 NE Campus Ave,46.733501,-117.17246200000001,DONT KNOW
108,Little Free Pantry on Main,Pullman,99163.0,Whitman,No,Washington,Rural,Eastern,Little Free Pantry - Mini Pantry Movement,Shared Pantry,emcraigie@outlook.com,Located in the parking lot of the main fire station,http://mapping.littlefreepantry.org/media/pantry_images/12511c6989954b1f8519b92ecfd54d26/FB_IMG_1508781618385.jpg,,,,,,,,,,,,,,912 W. Main Street Pullman,46.73075599999999,-117.192222,DONT KNOW
109,Friends of the neighborhood,Puyallup,98374.0,Pierce,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,james.elder1@comcast.net,,http://mapping.littlefreepantry.org/media/pantry_images/e218ca15b0e04bf588e0a0c84f8340e2/C8057D3C-FBA5-47CA-BAAA-3C070F8064E7.jpeg http://mapping.littlefreepantry.org/media/pantry_images/e218ca15b0e04bf588e0a0c84f8340e2/6D1E7117-A7F7-48A7-A446-243C3FC0332E.jpeg,,,,,,,,,,,,,,12413 133rd Ave E Puyallup,47.143334,-122.25099200000001,DONT KNOW
110,Bowman Hilton Pantry,Puyallup,98372.0,Pierce,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,sue@buildingbeyondthewalls.org,,http://mapping.littlefreepantry.org/media/pantry_images/37dbb66252ab456f86b53709cb421a17/Bowman_Hilton_Pantry_pic.jpg,,,,,,,,,,,,,,15910 Bowman Hilton St E Puyallup,47.18283600000002,-122.217645,DONT KNOW
111,Cub Scout Pack 552,Puyallup,98374.0,Pierce,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,stephberg23@yahoo.com,,http://mapping.littlefreepantry.org/media/pantry_images/be910a12cef643a6815c1e272ec54d8c/6025EFE4-A021-4D07-8BEC-9170BC17DBA8.jpeg http://mapping.littlefreepantry.org/media/pantry_images/be910a12cef643a6815c1e272ec54d8c/C07B3E36-7119-4B1F-9E95-7255ED70DC75.jpeg,,,,,,,,,,,,,,2500 Shaw Rd E Puyallup,47.16722300000001,-122.25438,DONT KNOW
112,Community,Puyallup,98374.0,Pierce,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,celinamck@hotmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/3704b916c88e4d14a217e4f8aedd897d/F94E6669-18A4-4121-9317-3C8EA06C8DDE.jpeg,,,,,,,,,,,,,,3704 27th St. SE Puyallup,47.15609100000001,-122.25841100000001,DONT KNOW
113,The Little Free Pantry,Redmond,98053.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,geoff@uhchurch.org,,,,,,,,,,,,,,,,20810 NE Union Hill Rd,47.671357,-122.06229700000002,DONT KNOW
114,The Enso Center Pantry,Redmond,98053.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,alisonashbaugh3@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/db6c7b123c4742579ae81d614ee42e38/52CCEA17-CD8D-4A18-9D47-F64AAF253420.jpeg http://mapping.littlefreepantry.org/media/pantry_images/db6c7b123c4742579ae81d614ee42e38/AECE976C-D72A-4407-BC6C-502FF28D2345.jpeg,,,,,,,,,,,,,,8700 196th Ave NE,47.679688,-122.078962,DONT KNOW
115,The Little Free Pantry,Renton,98059.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/4fq770egvbulst8nrj9r20sovg/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbOsJC9n4kWzuNJ8A77jeKKMXG85fk2jjPVxGgs-PLrx95Va8svqJOwxjODprD3o9TQeEld7vYU_O2wIJqFrr-oZwwFhI36LSgHNeR3XDWCtDPUsl6_8oLnEMYR--aRsLrDPw-czac4QYHnbSY9xL-YcYtADKM6Y6st-jBgarwE0rXYH_z5YOWTQMVf6iTLkz0?session=0&fife=s16383,,,,,,,,,,,,,,14633 164th Pl SE,47.47051100000001,-122.121048,DONT KNOW
116,Fairwood Community United Methodist,Renton,98058.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,425-228-4577; fairwoodumc.org heather@smith.net,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/b2fra2fk955v6o3ruh71m0f098/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbHJy2MCwPz9EYJEmty7X5ADpMesTAnuUapibh9VWRc7RngK8UjpSGbO84-sKKonHB2IiR03sNdQR9APV6a6mfmv1YDw7Dp3lCpvYKoVBaU3PqkVen0V6t27v6capeaqLS8VSZuheuE5HHFmVXZY4fyEWB9BNtEUQyhL-XC13FfQ5Rbd2G97TrZT6hm8JPuHK8?session=0&fife=s16383,,,,,,,,,,,,,,15255 SE Fairwood Blvd,47.44757,-122.13641500000001,DONT KNOW
117,Valley Church,Renton,98059.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,425-226-0741; www.govalley.org,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/3lfulctokj04gb8ps7l29trvv4/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vY0ctRJAxSgigyuorXVTlLS7JvqBAhL3e4EuNFcJ98iAICGRoDnNgFFuBWMamz7AOFPKe1fn2PdEFhz4_iwDMKC1NeaPEinucCrPdl_LuQpfY9MFRgwnDjiGhUywTHK4IUeQlIjmdu-qAj9l82VWMqUqm3INIR6KSj4q_427TwHn7krid0feyllqFgombkVBob1?session=0&fife=s16383,,,,,,,,,,,,,,16431 Renton Issaquah Rd SE,47.49964700000001,-122.11954400000002,DONT KNOW
118,Lake Desire Community Clubhouse Rental,Renton,98058.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,206-468-6888; www.lakedesire.org,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/nqs4h9l5nck6p80r258cebpldc/1657652187750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZVnRVGLf5KazoM8sKaytBAx8QcGBmpyGyzJ3mKpmKKTHIKD40ZyRbyX76Y0NsXkVri5m2TqaaVKE3c6OqZ4IG9FSjt1VgsrBJM48xmHfcJtUJZcvXWW1SMHb5t4Po91K__88V2SjEIPwz2SegVke_pJ-O5XJQocy1nt33GQR9w0R3psW09b5dxxaelnpEdJ_g?session=0&fife=s16383,,,,,,,,,,,,,,18118 172nd Ave SE,47.439684,-122.111877,DONT KNOW
119,The Little Free Pantry,Renton,98058.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,19229 SE 164th St,47.455203000000004,-122.08362399999999,DONT KNOW
120,Samish Island Little Free Pantry,Samish Island,98232.0,Skagit,Yes,Washington,Rural,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,julieojudy@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/2c9501f08f804e8dae0a192209556af7/IMG_3939.jpg http://mapping.littlefreepantry.org/media/pantry_images/2c9501f08f804e8dae0a192209556af7/IMG_3938.jpg,,,,,,,,,,,,,,Halloran Rd & Roney Rd,48.572959999999995,-122.50884800000001,DONT KNOW
121,Matt Griffin YMCA,SeaTac,98188.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,206-244-5880; www.seattleymca.org,,,,,,,,,,,,,,,,3595 S 188th St,47.43377,-122.28760300000002,DONT KNOW
122,Pickle Piper's Public Pantry,SeaTac,98188.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,piperpg@ntdev.microsoft.com,,,,,,,,,,,,,,,,3444 south 175th street,47.44624400000001,-122.28695,DONT KNOW
123,Rat City Pantry,Seattle,98146.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,cngoldsworthy@comcast.net,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/tv9eubnlf85dreteulqd6k7m9o/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vaJNQ2YTp4WdcHGPnBwMBNmiD1fRMjIXpcLCZvFqGJV3Q_v7RRK7akegHknbw89ssHnAuLOgZW1ZqZz_zQgQC2Sn2WltLpQDtiR5vQZRA-y2UcKP1Ylfrk3Fl5loWAFrt-DZfF-1R-Rwt4mZeCrX4dULmOhhowDOFEkELwNW4rKrMFUF-39M1caS2Rpj2XCa-j1?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/fb53ec1d8b3a44deb1ddc7409ec54818/6CF94894-2A7C-4802-B641-B775774AC7B7.jpeg,,,,,,,,,,,,,,1005 SW 106th St,47.50829600000002,-122.34764900000002,DONT KNOW
124,The Little Free Pantry,Seattle,98146.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/jbe8h03hkd6koeg5cfejmd1lbk/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbXqculTIB9E4ECmWXhBKCGmmCzDzsW0hrghLI6PCKecB9i8mXImjq3Ve72BJTl8WHbgDMkdLDSVNAN7IvwYm370pSIKq61r2ZcCqu8acRdgJlDuWpTdJOyiC5GQOhF5FU9Zl2dSjQEo5S1bkUnwYnpl5BHeBHMzKnT4WFqTwy5T3doF3DeXHI__yHLxkbCHDoF?session=0&fife=s16383,2025/02/25 1:28:15 AM GMT+2,"Yes, it still exists.","(47.5114661, -122.3492885)",Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor with a cover,"14 H, 13 W, 13 L",1.0,Yes,"1 can tomatoes, 2 cans spaghetti sauce, 1 can soup, one box stuffing.",https://drive.google.com/u/1/open?usp=forms_web&id=1j731jYSXBDwjCePr4emzw5xNh6behU9K,,10215 11th Ave SW,47.51158499999999,-122.34904599999999,YES
125,The Little Free Pantry,Seattle,98146.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/ibaunr819f4jsi961td6u7mq4s/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZ1Y1zcEjmBRiRL25wXAhrLCR9YQqZ6llkMRdXdZgfz_WzA6eK3K-MZz5GL7JCos-Fpyswm5AxbT1WIav6jKhjhtlR8SoAfwb4NZsN68G4KtecvBcQXvdEQ2wOEtkMj0iURFcAjb5dRzGDssx_kvmjCGr3A3MTQyUHAKdhF8rj4y8hGzKoRmSpyyJaJ5FcCKfrz?session=0&fife=s16383,2025/02/25 1:10:19 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,10410 18th Ave SW,47.509796,-122.357736,NO
126,The Little Free Pantry,Seattle,98178.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-00-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/jfi6grikpkl1ariss41973s154/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vY_MA4IGdiyq3xszl9b9cmqN4Vs5wQRnNmZq0-C24eloGTCbUi4GvkNTRzbHQ_tW1xZxF0C55gvU8n5rC2dle_tptbWPLIHov7N18pTLxCQkAm1vr4no37MLtJV0z624jLfsJU3ogIMDfRE7_9C6Yc89NxCqjCI_C6QSmhvtiUOuXKh9pBU8-XUYHhr4dGxnH8?session=0&fife=s16383,,,,,,,,,,,,,,10615 60th Ave S,47.505583,-122.25843800000001,DONT KNOW
127,The Little Free Pantry,Seattle,98178.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/vbrkcm3r9lj6g5plevo73oa4gg/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbHRaZO0180OFwUTeI9K8iQwtO2UKdwwNEviffMfcaWL53UkWEiFIZXmhLgiPBy2lGT2cBL9aLv82WNutAAgI-nSJB94dxoraptus9bEpT3Kf5AH98JIkvE9yDslutikhfsRxpxtHI41TnWoycYPkMVabhsXBX8ncBUIplBXOaYqcQ5YxzgRpfGu0V0-l4VOD2V?session=0&fife=s16383,,,,,,,,,,,,,,10710 56th Ave S,47.504517,-122.263062,DONT KNOW
128,Meadowbrook Little Free Pantry,Seattle,98125.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Pantry + Fridge,mlmcint@gmail.com,,,,,,,,,,,,,,,,11019 35th Ave NE,47.70895899999999,-122.29083,DONT KNOW
129,Revolution,Seattle,98146.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,elizabeth.ann.rockett@gmail.com,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/qorsru7nf793c453jkf8heb9tg/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vZ40im3VzAZtdjiQ5qQPDwaSaDydvP6gfYmOfVKCT1oG3lpmG2T8XA8uZhFyBN1xWRwr1t_97Av74srZ2X6qEfkIp-g32n5z8LgiQ7J7hibqspbbYiFQjiA0KAt7tws4IrHNljXvl5sTjk8tzp5MO8NYgEVMdVzf9nTR-PsMfZ1jO6qrNc5Evz7dCiKeCLdwSY?session=0&fife=s16383,,,,,,,,,,,,,,11050 11th Ave SW,47.503142,-122.34838299999998,DONT KNOW
130,The Little Free Pantry,Seattle,98178.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/t6rf4v9cljrlk10novp90afpak/1657744728250/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vapcKU72mRGkxmAjk1ztcJe9_rtR4OnPKcxVky0DNU2EIh4iwwlpueoWJmiKgltFMcjaCnjFjSLQtQcJ4yGOkDZDjkHXoi4TqCuMDise-VgZ0N17iDSvCEJWFc1uprTF421cv4akMz0SsXnuwgG1_qs3jzlgjuRRgvG8ZfUsrvT-J7hH_WYi_Ysm8qIzwFHkMM1?session=0&fife=s16383,,,,,,,,,,,,,,11439 71st Place South,47.50078800000001,-122.24584300000001,DONT KNOW
131,Roseberg Community Pantry,Seattle,98168.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,katiegustainis@outlook.com,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/gf2era2d3pkbng1um45koe06as/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vYA2FwtXRZkaybEz9PGXy6PfGZexnTOAwrHrSJgSh4tGjvpMlpy4W_QOz6Htn7BHvLEelsq2C-lO_aXrwn0Tg-wosXr9jri7icJ2KM3vD-NacbeNBiE6xtLxx-8RRVm3rzprVYHRTac5Z6A7GYQwlwlqnW7ypOIbwbpQ39_KFXSD9deXDyrgPp6_S9J8n0ZfNo?session=0&fife=s16383,,,,,,,,,,,,,,11819 Roseberg Ave S,47.496538000000015,-122.30724800000002,DONT KNOW
132,Lake City Little Free Pantry,Seattle,98125.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,seattlecargirl@yahoo.com,,http://mapping.littlefreepantry.org/media/pantry_images/cb95f10261954c1abb180b36075cc968/61473114643__FE232144-403E-428A-886A-59E0D1752BA0.jpg http://mapping.littlefreepantry.org/media/pantry_images/cb95f10261954c1abb180b36075cc968/IMG_1478.jpg,,,,,,,,,,,,,,12018 33rd Ave NE,47.716023,-122.292772,DONT KNOW
133,Evanston Mini Pantry,Seattle,98133.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,paulaburke@earthlink.net,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/68k0gcb791bu2cq1em5tij2jb8/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1valQ1sBctXaNJcr2I2iRvzsMgk4R3fHbAlWPaWjF4S-cbgMRRofLTRxezHak_B9Ar-LEnKrbtNRqCYzVKJ4kYNKZe2R-9tSuHlpXfmwlGtFt8kYmeHhFe0M6IkaPTRM68PkoovgRtn7jW4nvtUFu3aIwCntpqRhWA_qLpELDoiSAD9xPSEJuciripxoP124T7np?session=0&fife=s16383,2025/02/13 2:52:32 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,12021 Evanston Ave N,47.71669100000001,-122.351641,NO
134,The Little Free Pantry,Seattle,98168.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/vuajt6mcl8u8s3smhoehq1qc30/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vbDMA8ev2jO5z4B93qUcP8bPIZENHOQ6hJjOWbMlcXPWnO3GBxAhwd2EMR3rssPFMys7nLkAmb-JDc59lWXjrmnMGAlvc2UIb6C2viXomawUo0ciV8GMG-aZNYqjmxdWsMsmEws8m-TVmsu5N9jEjm7AJLtmIh5hYsI-3AUCKP9cAACIJBH5RCrtsR_C1pKi1Rp?session=0&fife=s16383,,,,,,,,,,,,,,12424 21st Ave S,47.491391,-122.30609000000001,DONT KNOW
135,Our Blessing Kiosk,Seattle,98125.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,petersenkr@hotmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/9df8167e8cef47649813b51e2b7def3f/1_5.jpg http://mapping.littlefreepantry.org/media/pantry_images/9df8167e8cef47649813b51e2b7def3f/1_6.jpg,2025/03/08 8:41:49 PM GMT+2,"Yes, it still exists.","47.7244375, -122.3289375",Non-refrigerated,Private residence (e.g. on someone frontyard),No,Outdoor without a cover,"26,28,16",2.0,Yes,"5 bags of bagels, jar of moisturizer, 4 books",https://drive.google.com/u/1/open?usp=forms_web&id=1DHkBSmXRXlrpyhoocBjPnTAOvd8ZxvFy,,13039 1st Ave NE,47.72442800000001,-122.328973,YES
136,Luther Memorial Lutheran Church,Seattle,98133.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,outreach@luthermemorialseattle.com,,,2025/03/08 9:38:56 PM GMT+2,"Yes, it still exists.","47.7246875, -122.35606250000001",Non-refrigerated,Non-profit organization (e.g. by a church of food bank),Yes,Outdoor with a cover,10’x2’x1’,4.0,Yes,"Can of beans, tea bags, deodorant ",https://drive.google.com/u/1/open?usp=forms_web&id=1a5FnJOYu0IXJk9vEQdcJ6heEs6iCMe7K,This is a shed by front door of church. ,13047 Greenwood Ave N,47.724959,-122.35572900000001,YES
137,The Little Free Pantry,Seattle,98144.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,revkaty206@gmail.com,,,,,,,,,,,,,,,,1322 S Bayview St,47.58104900000001,-122.314885,DONT KNOW
138,The Little Free Pantry,Seattle,98144.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,1410 S Lander St,47.57954000000001,-122.314047,DONT KNOW
139,The Triangle's Little Free Shed,Seattle,98133.0,King,Yes,Washington,Urban,Western,Little Free Pantry - Mini Pantry Movement,Shared Pantry,https://www.facebook.com/LittleFreeShed ms.riggin@gmail.com,,http://mapping.littlefreepantry.org/media/pantry_images/5db7e32150ee403cadce6a2709cd4b44/20190806_191605.jpg http://mapping.littlefreepantry.org/media/pantry_images/5db7e32150ee403cadce6a2709cd4b44/20190803_143222.jpg,2025/03/08 9:24:41 PM GMT+2,"Yes, it still exists.","47.73543749999999, -122.3514375",Both fridge and non-refrigerated space,Private residence (e.g. on someone frontyard),Yes,Outdoor with a cover,12 ‘ x 8’ x 8’,8.0,Yes,"Produce, bread, lots of dry goods, clothing , etc",https://drive.google.com/u/1/open?usp=forms_web&id=14ATszAjfZMjT5tpeLpYDJSKuzFkuUX-P,"This is a large shed with a lot of food, clothing and other household items. Plus a fridge. ",14544 Evanston Ave N,47.735471999999994,-122.35172300000002,YES
140,The Little Free Pantry,Seattle,98122.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,,,,,,,,,,,,,,1516 34th Ave,47.614633000000005,-122.289227,DONT KNOW
141,The Little Free Pantry,Seattle,98144.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/l9vhjgf3fvq79l3cgpp18g06u8/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vYX2nMiy1IdB50lVkaBIfFY948hveDkwfYYBj5V8_5mQOcpHmTmNLDnH2M3A11FNeyzc1AhWKlOUZb81b3bZZ0yPOy70FxoQuvuHf_b2mcuT629KVtq2889SiP0vz76Q7QWCuinJd0hb7_Szxdyv-DDnz6xAIsnLO-hH_rGuslU3zmuyJ85vWnHtoZM14MTNt8?session=0&fife=s16383,2025/01/24 8:34:53 PM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,1600 S Roberto Maestas Festival St,47.57961,-122.312118,NO
142,The Little Free Pantry,Seattle,98144.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,2025/02/26 11:26:08 PM GMT+2,"Yes, it still exists.","(47.5986658, -122.3109579)",Non-refrigerated,Non-profit organization (e.g. by a church of food bank),Yes,Outdoor with a cover,"17 H, 15 W, 13 L",1.0,Yes,Empty ,https://drive.google.com/u/1/open?usp=forms_web&id=1Ffk54cfGHuKxzOwnmiQQ5ZP7t90Tw3MD,,1610 S King St,47.598355,-122.310931,YES
143,The Little Free Pantry,Seattle,98144.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,2025/01/24 8:30:43 PM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,1615 S Forest St,47.57767000000001,-122.31140499999998,NO
144,The Little Free Pantry,Seattle,98122.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/i7mgi5noh6crpvp45l7gt6a3k4/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vbJ_8fbLCj8Xe2WEb2I2EehMuHI5maIp0EAepP1EJS4jjywrUT4Y5MrKQXwxqXXk0iCvTA85RrlClWPkSYvP5C5C1wHA-JpwhPtNBqKKk4gc-n1sgajXRcz2KoPs0gMegXCi26a1Ox4T9mydGc6mCfJGLAMJbYZ7O37uiWUx3khkMFRyzZBvP1N-NurHpQBEKY?session=0&fife=s16383,,,,,,,,,,,,,,1622 25th Ave,47.61601699999999,-122.30012099999999,DONT KNOW
145,The Little Free Pantry,Seattle,98133.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,2025/01/31 6:22:13 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,16740 Whitman Ave N,47.662234000000005,-122.346366,NO
146,The Little Free Pantry,Seattle,98133.0,King,Yes,Washington,Urban,Western,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/k0ik924eisdr2bpk1jcocepfh0/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vZbbRD-vjSQgo5ZFPv0p1f4UbXtznMDlxNox5CXLnTybASbbIc-ohoC9dnLpPj-m7sBPPJac87h4vow0i_s4CCpFTjYxxCoeEAfZRZM_P3kxduSTz7p1p40YmnzcLFE2B-mGrkJh4B1VA9tdXD1dsl8_pwDjDbcpT0dEZwn3QIj2TE1vrDtlXmj-e5xdDdCku0?session=0&fife=s16383,2025/02/13 1:28:26 AM GMT+2,"No, it does not exist anymore, and there is no other micropantry in the same block",,,,,,,,,,,,16743 Aurora Ave N,47.751877,-122.34576400000002,NO
